time0,time1,time2,time4,time6,time12,time24,time48,time72
8.670675,8.500775,8.655403,9.058205,8.226607,9.176938,8.431801,7.65128,7.643137
6.146285,6.284976,6.242997,6.899536,7.43576,7.232875,6.713618,7.259176,7.328471
8.076647,7.923831,8.086985,6.765559,6.595364,6.632293,6.420032,6.680043,6.652357
8.11409,8.05098,7.545914,8.094455,9.470503,8.759,9.275217,9.383031,9.435682
6.375678,6.501852,6.684653,7.31806,6.834384,6.921663,6.723476,6.638277,6.668086
7.621276,8.125695,8.52666,7.513592,6.544601,7.048055,6.46589,6.368517,7.290341
6.74209,6.72323,6.832704,7.561823,9.115679,7.83724,8.872266,9.475265,9.179892
9.45179,9.354973,10.651296,8.892194,8.134575,9.357547,8.763654,7.888703,7.888093
9.587774,8.683096,8.70287,9.04709,9.467499,8.814298,9.204459,9.6474,9.547205
9.778915,10.187789,10.261396,10.058402,8.308451,10.198105,9.48019,8.352175,8.421259
8.014724,7.979223,8.551095,8.225327,7.37498,8.059416,7.60032,7.183388,7.496622
7.506688,7.826143,8.697209,8.185284,8.325953,7.870623,7.68164,7.939015,9.014365
6.649589,6.556199,6.70675,6.927891,6.806838,6.935763,6.578754,6.894284,7.634611
9.815749,10.278665,11.318709,9.385456,9.215701,8.957458,9.107308,9.109007,9.514153
6.259885,6.632682,6.403781,6.570674,7.597912,6.594399,6.728055,8.167153,8.685501
8.144378,8.518134,8.082374,9.593923,9.59813,9.622188,9.967484,9.793439,9.675346
7.108682,7.31602,7.472996,6.953213,8.368196,7.038549,7.370814,8.19709,8.342553
6.115412,6.1473,6.491722,6.3713,6.853504,6.726176,6.810895,6.748965,6.625128
11.594676,11.505143,10.863242,9.639943,8.850552,9.023849,9.040828,8.994925,9.047745
8.588068,8.091022,7.848143,8.22543,7.898222,8.3335,7.943453,8.772723,9.186694
7.18571,7.025581,6.66116,6.685695,7.15138,7.030767,7.010337,7.291654,7.732031
6.562164,6.674568,6.625433,6.552268,6.754082,6.712615,6.931931,6.623475,6.592739
7.01056,7.261723,6.975666,7.57294,7.723529,7.389474,7.560011,7.409849,7.332363
6.932578,7.554399,8.284098,8.473522,9.045151,8.352691,7.743299,10.273193,8.511253
7.054256,6.793383,7.061967,6.700901,6.333474,6.636418,6.513926,6.363017,6.269381
7.924749,7.916457,7.422116,7.492727,7.309098,7.446028,7.295364,7.169634,7.41165
9.388816,9.662712,9.46151,10.565201,11.113512,10.881317,10.976891,10.927447,11.175867
9.336666,10.087427,9.732383,9.881182,8.4258,9.145116,8.224267,8.03995,8.110744
7.75008,7.557256,7.693543,8.260172,10.020658,8.368795,9.697771,10.066967,9.876141
8.63418,8.792516,8.278809,8.332293,7.964829,8.759895,8.764013,8.08718,7.925378
7.75657,7.330683,7.855864,7.911896,7.819625,7.894742,8.268787,8.010317,7.813091
6.327355,6.470164,6.697933,6.89718,7.065989,7.013329,7.055175,7.413418,7.396645
7.77868,7.915376,7.552514,7.808746,7.909225,8.310468,8.351382,7.838278,7.659854
6.624643,7.453138,8.038169,7.543855,7.614942,7.435657,6.936136,8.508495,9.088113
6.256488,6.357854,6.34316,6.650185,7.429485,6.918635,7.152024,7.832092,7.767536
7.930893,8.386876,9.843066,9.279737,9.392329,9.140034,9.187884,9.446174,9.643343
8.219554,8.564278,8.170338,9.274059,10.865151,9.672439,10.543198,11.081703,10.127297
11.718828,12.801709,13.181199,11.140047,11.999866,11.075217,11.918403,12.136877,12.580928
6.262962,6.441071,6.24951,6.242564,6.308163,6.441122,6.409739,6.4832,6.838804
9.61234,9.692455,10.073247,9.762367,9.321504,9.421239,9.033615,9.18517,9.224668
7.463262,7.212918,7.810499,7.738601,7.516739,7.783887,7.604849,7.553674,8.060483
6.400267,6.207277,6.276412,6.389943,7.339757,6.477436,6.672008,7.82324,7.874214
6.141854,6.402793,6.211721,6.265194,7.819651,6.123623,6.254414,9.219976,9.401894
6.44607,6.382102,6.495572,6.601474,6.686696,6.34844,6.620703,6.91388,6.923026
10.000695,10.102583,9.431873,8.689601,6.918537,8.224425,7.185594,6.568843,6.74629
6.356467,6.461222,6.835849,6.517248,6.368987,6.469318,6.328487,6.515092,6.410196
9.435486,9.896574,10.7682,8.39898,8.494797,7.5576,7.397522,8.44718,8.676278
7.298956,7.449758,8.007026,7.368311,7.804025,7.751788,7.885969,7.744979,7.580847
8.200557,7.965992,7.818842,7.54521,6.854994,7.251995,7.076525,6.82478,6.900146
7.999325,7.617479,7.604867,8.061849,8.381244,8.393444,8.459591,8.716767,8.906426
7.530869,8.511245,8.729452,7.151632,8.424416,7.437123,7.579422,8.335971,8.761879
11.047664,10.51204,10.148255,10.392716,10.645649,10.228682,10.450824,10.237565,10.336024
9.556291,10.197534,9.307005,8.797197,8.229971,8.736321,8.333107,8.355318,8.286935
6.418081,6.559864,6.381712,6.50514,6.654133,6.544844,6.580242,6.51263,6.818312
8.220873,8.439951,8.532204,8.456151,8.378509,8.465323,8.259974,8.103232,7.859984
7.646864,8.225243,8.488887,8.407216,8.173507,8.600957,8.193776,7.591515,7.734131
6.190111,6.064007,6.261455,7.088817,7.616318,7.308362,7.417774,7.865364,7.834149
6.457968,6.356519,6.393356,6.53433,7.464786,6.491385,6.49636,8.465588,8.397339
6.4729,6.199449,6.21542,6.314667,6.995109,6.44758,6.722109,7.003076,7.422597
8.194015,7.823826,8.232752,8.595123,7.261425,8.683501,8.001313,7.481023,7.358299
8.841959,8.912014,8.533307,8.204075,8.259455,8.240814,8.558148,8.23979,8.523415
9.752659,9.390873,9.716809,10.488589,9.802268,10.615721,10.283972,9.429716,9.004111
6.939569,7.016982,6.688761,7.214185,8.960918,7.350028,8.218581,8.897133,9.205677
6.868619,6.541329,6.6417,7.028734,6.52748,6.873793,6.409912,6.509875,6.354907
5.973194,6.026883,6.034334,5.97235,7.022727,5.991155,6.121289,7.263496,6.939667
6.111894,6.238436,6.165979,6.010847,6.741698,6.327086,6.473419,7.151423,7.568132
7.156151,7.067773,6.869122,7.15644,7.817925,7.523484,7.66799,7.847004,7.624998
6.782392,6.844942,6.406779,6.656178,7.379148,6.675119,6.911206,7.942683,7.787681
9.76982,9.258933,8.623452,9.187215,8.746331,8.936484,8.724302,8.76226,8.704534
6.714026,7.077451,7.170877,7.004224,7.439059,6.994926,7.487759,8.096841,8.295646
8.823283,8.552993,8.650821,8.736255,8.367085,8.773924,8.387362,8.288054,7.85908
7.253155,7.24604,6.926592,6.672276,6.660811,7.037213,6.481743,6.382717,6.377926
7.890161,7.858159,7.513385,7.880485,9.766695,7.68987,8.424773,10.12972,9.688432
6.681273,6.61877,6.422662,6.903662,6.694686,6.681428,6.635029,6.849166,6.664069
6.428761,6.519556,6.657039,6.518235,6.607184,6.486252,6.519349,7.187006,7.176278
6.605389,6.616358,6.584814,6.658591,6.74791,7.098892,6.79047,6.647542,6.677476
6.489107,6.435596,6.562362,6.363925,7.297463,6.532128,7.048392,7.409244,7.281282
7.84121,7.714319,7.86159,8.118859,7.863237,7.690959,8.001369,7.785547,7.486515
6.320711,6.364453,7.030043,8.177707,7.040844,8.233624,6.904998,7.668962,7.727439
6.596344,6.686568,6.655713,6.877945,7.621418,6.672144,7.190986,7.780827,7.676897
7.093099,7.132917,7.98383,7.775697,6.921693,7.874635,7.184917,6.887818,7.198068
7.743357,7.860182,7.921169,7.064715,7.911967,6.571989,6.688093,7.733858,7.825088
7.841761,7.999281,8.243364,7.809047,8.556991,8.187615,8.398301,8.578614,8.682054
9.213372,9.001261,9.442812,9.709672,9.503916,9.888482,9.634454,9.453212,8.936793
6.067051,6.181797,6.195543,6.216073,7.07588,6.146399,6.451364,7.521339,8.271664
6.275805,6.315379,6.258329,6.358116,6.584055,6.180681,6.218354,7.72927,7.830879
7.398089,8.174747,8.712829,9.147396,9.531091,9.2999,9.330064,9.317267,9.757315
7.357968,7.30982,7.413941,7.340113,7.825503,7.458526,7.763728,7.668077,7.872005
8.125641,8.824848,9.293528,8.291937,7.803137,8.211712,8.020227,7.766426,7.945803
6.644268,6.581275,6.917639,7.12676,7.255292,7.077918,7.119149,7.550896,8.058178
8.724649,8.851168,9.209013,9.726507,8.525675,9.070484,8.16593,8.902282,9.487043
11.089446,10.898306,10.980386,10.8344,9.4591,10.201327,9.637546,9.687151,10.032143
8.020017,7.98834,8.589031,7.921474,8.054213,8.029896,7.89331,7.913384,7.998522
9.146462,9.042196,9.165483,9.496208,9.694762,9.202627,9.291795,9.166923,8.912376
7.80355,7.708923,7.401847,7.013858,8.952892,7.000627,7.746454,8.586854,8.731681
7.472954,7.051595,6.537224,6.325777,6.568031,6.312163,6.475071,6.581537,6.588021
6.154647,6.212321,6.124482,6.319026,6.446883,6.264546,6.363879,6.369224,7.639559
8.542979,8.466306,8.507285,8.752409,7.413306,8.241968,7.853356,7.585379,7.609487
6.450164,6.408164,6.307042,6.324142,6.999805,6.541939,6.858071,7.024925,7.112804
6.092912,6.311089,6.20668,7.090263,6.725692,7.080142,7.279921,6.92828,7.28095
6.527792,6.39481,6.374265,6.590141,6.699142,7.579428,7.432037,7.011036,7.154312
11.37322,10.700046,11.092914,11.478467,12.392624,11.495361,11.528752,12.419939,12.519361
6.323751,6.272568,6.233916,6.352561,6.932541,6.390604,6.479206,8.434913,9.460671
7.669456,7.21515,7.103774,7.930077,7.896053,8.486474,8.520984,7.334077,7.118521
6.695795,6.921758,6.642673,6.603268,6.32565,7.191523,6.768424,6.182868,6.233968
7.292377,7.124427,7.039081,8.111188,7.718273,8.173645,7.982424,7.749464,8.030401
6.200245,6.365795,6.317642,6.322168,6.348616,6.318077,6.184049,6.68909,7.450987
9.647446,9.623554,9.522816,9.46154,10.312908,9.403911,9.771086,10.174525,10.083963
9.975505,10.005532,10.426032,10.085688,10.987695,10.201464,10.435196,11.022264,11.005914
8.707967,8.692724,8.379234,8.422175,8.961668,8.353818,8.407986,8.630981,9.035608
9.025352,8.271038,7.960154,8.112268,7.797464,7.945365,7.893442,7.780329,7.871124
13.89621,13.40233,13.505873,13.269326,12.867983,13.008671,13.256839,12.770396,12.741417
9.042228,8.909699,9.334436,9.308819,9.760005,9.437206,8.980977,9.959892,10.098294
6.640168,7.542431,7.023606,6.540098,6.862042,6.387564,6.646945,7.223097,7.672534
6.633225,6.700682,6.675832,6.841358,7.227892,6.970228,6.923323,7.65938,8.294408
7.162924,6.810803,7.09693,7.401736,7.445696,7.718588,7.842803,7.269534,7.129979
7.686579,6.991997,6.809175,7.005442,6.59271,7.553713,6.893978,6.361327,6.374339
6.445258,6.423586,6.566895,6.281432,6.512141,6.499678,6.367386,6.58633,6.509621
6.722317,6.496004,6.654181,6.991477,7.340695,7.197429,7.406036,7.410598,7.269959
6.315884,6.431967,6.327959,6.400412,7.084708,6.419377,6.873288,6.948378,6.638388
6.79727,7.035752,7.448792,7.967091,9.181687,8.290556,8.915234,9.347187,9.66047
8.696976,8.661695,8.619215,8.265977,8.395148,8.592629,8.270037,8.487186,8.392484
6.712233,6.834823,7.020683,7.069686,7.467759,7.347591,7.569045,7.414105,7.440293
6.411105,6.519546,7.092361,7.238168,7.587133,7.816452,8.277881,8.566096,9.888718
10.44154,10.303496,9.459409,9.020049,8.136129,8.614297,8.455341,7.849145,7.61789
7.324592,7.457252,7.201988,7.460267,7.683902,7.401001,7.84214,7.908912,7.823446
6.456292,6.358683,6.468733,6.249939,7.144651,6.302743,6.453517,7.860526,8.162967
6.391819,6.421499,6.374149,6.344904,6.432149,6.367952,6.269824,6.503433,6.881666
6.382836,6.438016,6.835133,6.801948,6.646029,6.488355,6.409585,8.42981,8.996397
7.11252,7.085181,7.541861,7.899912,6.835078,7.625474,7.344032,7.098999,6.995856
8.354943,8.481076,8.693045,9.653233,9.850352,9.932333,10.194184,10.235826,9.824639
6.385925,6.653798,6.424477,6.399347,7.382063,6.417573,6.657142,8.16106,8.098844
10.938527,10.566605,10.577928,10.52362,10.554932,10.347037,10.295637,10.697235,10.699977
8.229814,8.128274,8.335892,8.6579,9.405782,8.907764,9.256133,9.327219,9.025171
6.355169,6.253005,6.372311,6.373716,6.533705,6.256226,6.400433,6.46767,6.73636
10.621927,10.108051,9.841955,10.612654,10.875663,10.840817,10.879323,10.833103,10.668099
6.371354,6.222721,6.532199,7.881844,8.264787,8.545758,8.485821,8.621645,8.737731
6.311797,6.41785,6.298033,6.226041,6.33939,6.259135,6.297884,6.439548,6.389929
7.353541,7.891739,7.592576,7.890955,9.171877,8.297768,8.814928,9.084367,9.315366
12.044895,12.10251,12.507533,12.371365,11.166942,12.117112,11.816132,11.036014,11.162172
7.381657,7.578912,8.458957,8.570872,9.117592,8.265044,8.360546,8.720728,8.781092
11.090721,10.491176,10.857883,10.80187,11.575835,10.811714,11.362884,11.549816,11.709839
6.318358,6.366743,6.335359,6.113328,6.895668,6.223339,6.415389,6.993836,7.167817
7.801662,8.289882,8.728125,7.817015,7.649985,7.731273,7.955213,7.470396,7.401886
6.997158,6.616423,7.038952,6.99594,7.209865,7.194155,7.118965,7.008159,7.17155
6.11324,6.179834,6.254181,6.806923,6.832316,6.7632,7.247219,7.207461,7.522051
6.57579,6.731711,6.978638,6.684175,6.469419,6.509849,6.498983,6.576364,6.468463
8.545593,8.416138,8.230785,8.376265,8.063969,8.483221,8.652769,7.657178,7.563379
6.86703,7.190163,6.458756,6.34844,6.977961,6.335284,6.405055,6.975547,6.937922
10.617989,10.437191,9.762073,9.654816,9.826754,10.232941,9.925734,9.862848,9.548672
11.708923,11.428502,11.235803,11.393242,11.28582,11.036194,11.116285,10.937215,10.983023
9.264105,9.309826,9.382697,9.141255,8.776292,9.044739,8.982966,8.616589,8.529975
10.981881,11.829169,11.734292,11.354734,11.087435,11.820716,10.980309,11.198185,11.696556
6.112167,6.237145,6.355053,6.191406,6.304828,6.144547,6.050172,6.839895,7.177936
6.23706,6.263801,6.340654,6.16405,6.417103,6.19783,6.332817,7.236026,7.577858
7.074798,7.112936,6.731004,6.619321,6.919998,6.620512,6.793295,6.869808,6.735324
6.258862,6.312243,6.318436,6.277997,8.806647,6.345724,6.478426,9.233472,8.550137
11.125103,10.571042,10.722241,10.732171,9.995509,10.402684,10.074806,9.681945,9.910543
9.363664,9.745572,10.408622,10.258629,10.051788,10.141805,9.739694,10.373967,11.042338
7.631346,7.926919,8.353365,8.236457,8.468181,8.033097,8.542315,8.178642,8.239725
8.419869,9.170092,9.677829,9.217209,7.891442,8.942305,7.978422,7.944776,7.750069
6.645281,6.382285,6.390956,6.512234,7.183935,6.644313,6.870789,7.69129,7.833817
6.782695,6.900892,6.729318,6.722976,8.047125,7.162231,7.838645,7.761832,8.097725
6.485339,6.446091,6.792356,7.384923,6.560118,7.053384,6.526485,6.500769,7.045665
6.3731,6.317163,6.564915,7.631011,7.726603,7.962809,7.870761,8.509783,8.306594
6.384934,6.258583,6.344684,6.276248,6.707729,6.261409,6.344257,8.126808,8.226074
6.295403,6.249969,6.380919,6.257191,6.637708,6.326894,6.46666,6.868775,7.013387
7.278921,7.585244,7.922588,7.916917,7.450402,7.814915,8.069188,6.725643,7.099153
8.944482,8.74604,9.02944,8.836153,9.363723,8.970864,9.489728,8.99795,8.917984
8.533756,8.504585,8.086994,8.865975,7.895623,9.14533,8.503203,8.168133,8.337205
7.711617,7.504686,7.368707,7.494251,6.956589,7.110403,7.023815,7.037184,6.953053
6.104181,6.191974,6.213758,6.353883,6.356498,6.164504,6.369559,6.626126,6.654619
10.544688,10.065395,10.530459,10.169836,8.891205,9.675275,8.95288,8.479689,8.670472
6.310681,6.594937,6.541309,6.526933,7.49567,6.380898,6.403588,8.059836,8.117683
10.987062,11.910254,11.514566,11.388025,10.347645,10.633435,9.773861,10.303352,10.157605
7.41032,7.41032,7.41032,7.41032,7.41032,7.41032,7.41032,7.41032,7.41032
8.472597,8.211319,7.970464,8.126956,9.032731,8.727222,9.232951,8.813925,8.617656
7.648491,7.124323,7.282352,7.409092,6.608089,7.272303,6.728236,6.558372,6.609255
9.154637,9.907408,10.952141,10.629462,10.135715,10.251942,9.973629,9.504655,9.442936
14.158799,13.988607,13.110181,13.654353,12.952332,13.657957,13.397991,12.301587,12.362976
7.420023,7.815935,7.769484,7.96039,8.953396,8.104274,7.771582,9.86431,11.138045
10.199005,9.641172,10.811884,12.233645,10.345185,12.582592,11.761032,9.810424,9.826754
6.664505,6.621055,6.561637,6.488738,9.039831,6.873187,8.105115,9.149309,9.140946
6.870394,7.010996,7.354213,7.010089,6.50176,6.568796,6.523994,6.447004,6.527825
7.119084,7.093152,6.907525,6.483554,6.552399,6.388804,6.362572,6.841387,6.829381
10.980578,11.682151,12.689028,12.823708,10.945851,13.010394,12.583004,9.980252,10.213871
7.331691,7.220629,7.083581,7.213167,6.885643,7.251983,7.12423,6.735952,6.825053
6.242497,6.361209,6.350223,6.400113,7.768874,6.846745,6.958761,8.735934,8.113051
8.079666,9.367267,8.921868,7.816601,8.743114,7.916211,8.215707,8.757172,9.186972
7.858953,7.467064,7.224281,7.467195,8.550218,7.411396,7.793932,9.985894,10.08525
6.414824,6.596367,6.301776,6.182608,6.359623,6.320101,6.40361,6.234402,6.263064
10.903058,10.375562,10.093434,9.176447,8.30121,9.026243,8.554026,7.624298,7.503749
11.487954,11.171264,10.924333,9.920726,7.719207,9.863956,8.165902,7.844002,7.540614
10.908592,10.584988,10.716411,11.501944,11.178859,11.539286,11.479128,10.99889,10.875743
6.495634,6.428327,6.500223,7.085316,7.939694,7.35995,8.05082,8.333447,9.286992
10.872182,10.93137,10.302358,10.27867,8.966302,10.741533,9.778978,8.720402,9.258009
8.960817,9.612029,9.849963,9.459082,8.215289,9.156925,8.361993,7.658191,8.128637
8.926874,8.986685,8.863009,8.198215,6.764894,7.65282,7.181211,6.704384,6.826428
11.613677,11.506915,12.053565,11.421507,10.092722,11.044459,10.074421,10.169722,10.723416
10.848446,10.914877,10.976105,10.983817,10.637528,11.037712,11.032765,10.668292,10.274483
8.728269,9.63455,11.264524,10.313493,11.460535,10.579948,11.374565,11.15482,11.635884
9.675925,9.349318,9.491207,9.309476,9.44761,9.309538,8.464515,8.854071,9.000799
8.737412,8.915121,8.969121,8.873932,8.312565,8.534093,8.600694,8.38829,8.372342
12.143542,11.442959,11.186665,10.656626,10.652054,10.649243,10.675634,10.135203,10.484743
8.312351,8.204626,8.844037,7.945265,7.945065,8.349782,7.737148,7.866377,8.019652
7.335737,7.346525,7.33704,8.173086,9.946769,8.645152,9.047301,9.556796,9.503131
10.217997,9.814639,9.680219,9.541554,8.551342,9.34784,8.955335,8.559265,8.356226
7.411424,7.286827,7.679754,7.159237,7.484829,7.352715,7.40072,7.574346,7.652875
7.811141,7.875363,8.960845,9.794102,8.145828,10.596593,9.114787,8.198276,8.522691
7.632269,7.861021,9.036648,8.080921,8.135253,8.130562,8.178681,7.859963,7.951565
7.793446,7.666808,7.489468,7.359454,8.206565,7.561674,8.196079,8.124996,8.16746
8.004945,7.684705,7.170679,7.849261,8.264763,7.780223,8.186798,8.081495,8.350779
6.437308,6.654422,6.512912,6.540184,6.399554,6.532603,6.390415,6.422796,6.627415
12.601582,12.092968,12.182822,11.894895,10.020574,11.345581,10.372895,9.235463,9.5018
6.771037,6.847982,6.707041,7.478926,7.399182,7.767668,7.457084,7.136995,6.98766
9.137191,9.454378,9.576368,8.861802,7.962867,8.36932,8.306519,7.236827,7.872261
6.545458,6.441681,6.463065,6.519133,7.032609,6.537739,6.772803,7.132106,6.742701
8.7597,8.667937,8.624876,8.816102,10.008004,8.423374,9.727051,9.912695,9.949671
6.511837,6.339096,6.414594,6.577704,7.091299,6.615871,6.971889,6.742513,6.679954
6.262783,6.3187,6.30242,6.449027,6.799541,6.320476,6.444633,6.644675,6.597736
8.599828,8.025813,7.673106,7.702937,7.533938,7.811646,8.007518,7.527097,7.32917
8.869268,9.415002,9.615583,9.8895,10.475928,10.127343,10.471237,10.447885,10.447249
11.668896,11.53113,11.903576,11.839986,12.061965,11.753246,11.481819,12.093488,12.172948
8.949748,9.322831,9.513241,9.179845,8.601674,8.791263,8.590691,9.005486,9.153285
6.30024,6.37519,6.215698,6.191388,6.46354,6.177582,6.232019,8.626363,10.34587
7.01286,6.987169,6.803348,6.662324,6.644663,6.69719,6.665975,6.701327,6.61941
6.386881,6.393734,6.151501,6.445162,6.911373,6.514973,6.476212,7.177317,7.196476
6.23105,6.212272,6.311451,6.345595,6.258177,6.425649,6.349657,6.24209,6.253367
6.599508,6.446907,6.674794,6.594959,6.761905,6.669828,6.710624,7.46238,7.419067
9.356813,9.513159,8.396838,7.990799,7.08636,8.168524,7.178119,7.232324,7.690184
10.319239,10.163766,9.532017,8.711672,9.551029,9.099837,9.170715,9.575517,9.756858
11.959559,11.316353,10.841408,11.659981,9.711049,11.357596,9.829838,9.91443,10.34912
8.654136,9.662831,8.368152,6.889034,6.591163,6.780127,6.563516,6.472387,6.831312
11.09067,10.516645,10.991799,11.296599,9.759306,11.398986,10.013973,9.737215,10.126201
7.355193,7.103805,6.999035,7.168194,7.094513,7.045409,7.28006,6.970613,6.916038
8.827345,8.070139,8.359306,9.901057,8.226388,10.181158,9.403437,8.283776,8.317251
9.271343,8.533492,8.657442,9.260459,9.092204,9.440332,9.157444,8.854217,9.070986
6.854402,6.906158,7.614373,7.371171,7.284993,7.480939,7.538793,7.157065,7.063682
8.035304,7.794895,7.378224,7.630738,7.135727,7.549746,7.258775,7.325468,7.318824
6.792882,6.796631,7.160304,7.095515,8.043319,7.14032,7.476271,7.827839,8.543874
7.906999,7.564457,7.612945,8.020599,7.158557,7.871967,7.254809,7.146643,7.116284
6.185752,6.149527,6.18076,6.124978,6.361202,6.103148,6.346093,7.846335,8.02839
6.227,6.534944,6.480755,6.442695,6.475076,6.504124,6.343654,6.293352,6.36948
8.987968,10.041425,10.57578,11.711046,12.611898,12.308267,12.550314,12.393936,11.956054
6.169945,6.297545,6.224766,6.25056,6.609866,6.402846,6.578285,7.051726,6.855262
6.685812,6.624799,6.573776,6.427703,7.524272,6.574756,7.175181,7.509914,7.235894
6.135668,6.137987,6.143849,7.183335,7.170939,7.261742,7.263147,7.200597,6.967161
9.338609,10.229622,10.690598,10.447617,11.310875,10.725774,10.932218,11.859664,11.743895
9.441554,8.260914,7.934017,7.993279,6.998945,7.381517,7.129306,6.903264,6.833857
6.269963,6.785516,7.08691,6.337575,6.78268,6.302165,6.338798,6.1854,6.59741
6.544744,6.463175,6.779367,6.554708,6.635568,6.52253,6.677045,6.676086,6.843259
7.723358,7.815961,8.095173,7.336669,7.629509,7.437931,7.499829,7.64255,7.791379
7.45025,7.284738,7.19429,7.223633,7.267931,7.282011,7.594525,7.584945,8.118731
6.37139,6.165406,6.272412,6.324176,6.555877,6.290896,6.327935,6.763533,6.938146
6.343366,6.249783,6.273414,6.233489,7.922897,6.277109,6.366268,8.917294,8.350763
6.617281,6.578218,6.605259,6.406658,7.15009,6.560648,6.929823,7.122595,7.14781
8.877509,9.101397,9.481587,9.081544,9.255505,9.235763,9.446371,9.191212,9.11573
7.557896,7.538241,7.232335,7.058091,8.233676,6.815432,7.329622,8.812126,8.54401
11.330504,10.485699,9.98804,10.141108,10.050663,9.863251,9.632307,10.280516,10.142225
10.228455,11.256711,11.925799,10.820323,10.725948,11.100151,10.449721,10.479953,10.802009
6.145204,6.325213,6.261364,6.49405,7.880067,7.048404,7.654887,7.939023,7.551339
9.289533,9.452457,10.946972,11.881959,12.449109,12.28667,12.424061,11.970953,11.828275
6.518104,6.531355,6.85276,6.730655,7.677409,7.022614,7.535243,7.700613,7.623148
8.774474,8.476673,8.091496,7.593151,8.497129,7.595824,8.119075,8.233407,8.236183
6.171099,6.178597,6.22473,6.163778,6.5516,6.274713,6.325225,6.747438,6.603893
6.520633,6.614468,6.550098,6.500373,9.282844,6.693389,7.634921,9.540634,9.971412
10.972747,10.911253,10.739521,8.507274,8.152573,8.396978,8.87418,8.142412,8.995643
7.549014,7.324924,6.743765,6.640229,7.129751,6.438095,6.88135,7.185814,7.357496
6.127223,6.080752,6.084129,6.044347,6.285824,6.052094,6.107626,6.880901,6.684762
6.194661,6.214005,6.208447,6.539394,7.025783,6.597545,6.624194,7.041964,6.933188
10.170812,9.461008,9.151647,9.214753,9.263548,9.216749,9.076999,9.323944,9.137533
6.08036,6.24768,6.261914,6.244443,7.677765,6.330781,7.086439,8.037017,8.528295
7.091262,7.44498,7.707501,8.041169,8.048613,8.131848,8.088825,8.26913,8.118617
6.346283,6.328031,6.376662,6.746378,6.598858,7.068472,7.25912,6.406319,6.641935
8.842347,9.203154,8.975479,9.294495,8.088285,9.104541,8.198308,8.129777,8.313585
8.649347,9.183849,8.825078,8.319877,7.538496,8.380043,7.580314,6.992837,7.088998
8.231331,8.782955,8.986601,9.950701,10.166142,10.253835,10.251268,10.561083,10.601802
11.026119,10.532967,10.323109,10.368337,11.033038,10.26726,10.834511,10.988074,10.827242
8.111139,7.777659,7.489458,7.387114,7.150107,7.556165,7.41946,7.021526,7.245681
6.721321,6.719925,6.501515,6.94885,7.540102,7.01054,7.28864,7.603501,7.575048
9.266491,8.672602,8.178559,7.506625,7.176912,7.294669,7.058852,6.936863,6.997915
9.915532,10.719781,11.530614,9.270848,6.876096,8.337163,6.973127,6.74294,7.910352
8.7526,8.421374,7.591396,7.999243,8.259895,7.836652,7.647831,8.615716,8.418261
6.182283,6.318142,6.161758,6.222824,6.478919,6.289391,6.454669,6.403406,6.705086
7.522454,7.414857,7.067435,6.744088,6.634288,6.751265,6.542436,6.578259,6.379464
9.025985,8.68106,8.228413,6.961279,6.57081,6.640446,6.581905,6.563772,6.853041
9.368563,9.165828,8.32691,8.66116,8.15458,8.728898,8.404492,8.249097,8.59686
7.378918,7.414785,6.928209,6.572553,6.687852,6.540328,6.467252,6.881403,7.041308
7.915245,8.464449,9.539437,8.273178,7.136785,7.63712,7.187813,6.883008,6.890138
6.372489,6.333705,6.559138,7.039558,6.757624,7.528724,7.234997,7.181754,6.989972
12.356542,12.580995,12.824736,12.38432,12.035003,12.087416,12.101004,12.248966,12.106964
7.129673,6.925661,6.946741,7.470887,7.363001,7.14615,6.851325,7.20867,7.244507
8.958298,8.885394,9.410746,9.67182,9.597672,9.553937,9.426484,8.939792,8.618935
9.644261,9.330503,9.050425,8.768834,8.314338,8.450598,8.05781,8.586027,8.690206
6.621691,6.446271,6.665043,6.669354,6.830681,6.608172,6.469399,7.151284,7.468431
7.656174,7.533338,6.8562,6.818268,6.369328,6.514841,6.378433,6.391728,6.305717
6.411898,6.43339,6.395711,6.425194,6.725093,6.27063,6.400049,6.440437,6.257949
7.912295,8.556882,8.980592,7.942098,8.143498,7.758924,8.063662,8.196205,8.564508
6.73143,7.006871,7.075738,6.739675,6.566527,6.887777,6.537913,6.483719,6.366492
6.35328,6.468293,6.599191,7.152798,7.210353,7.290153,7.122543,7.33676,7.599447
8.072673,7.840295,7.698174,8.042757,8.484966,8.654052,8.701636,8.432666,8.227249
9.303714,8.653634,9.513208,9.56211,9.634448,9.483573,9.683396,9.3983,9.283597
6.723076,6.501415,6.770197,7.053088,8.464185,7.400629,8.055159,7.827141,8.000591
6.218372,6.266707,6.251149,6.210065,6.519671,6.158215,6.206242,6.60133,6.596984
9.371623,9.308827,8.992267,7.754886,8.99913,7.888601,8.268262,9.380519,9.605608
6.420092,6.357273,6.374086,6.371867,6.661175,6.56778,6.585933,7.002463,8.390991
6.874299,7.081258,7.693448,7.754235,7.112271,7.748594,7.356199,7.227783,7.346008
7.563096,7.423318,6.893444,6.252726,6.811801,6.228489,6.464767,7.373616,7.07446
7.292562,7.205867,7.683501,7.001422,7.385553,7.256008,7.169685,7.173936,7.124584
9.049766,8.969885,8.345509,6.931673,7.348702,6.881707,7.366333,7.32696,7.810831
